Vertices,Source,Dest,IO_Time,Algo_Time,I,D,U,Sift_Up,Sift_Down
1048576,489166,-1,2373.98,1047.37,1048576,1048576,344305,373282,12308577
1048576,577071,-1,2365.64,950.531,1048576,1048576,345584,370980,12319544
1048576,579624,-1,2370.66,981.52,1048576,1048576,344967,372517,12314277
1048576,430388,-1,2366.19,958.47,1048576,1048576,344279,370579,12308267
1048576,868698,-1,2367.56,960.258,1048576,1048576,344961,371902,12316024
1048576,111990,-1,2408.96,956.836,1048576,1048576,345468,369988,12320509
1048576,680015,-1,2411.99,1006.13,1048576,1048576,345972,371509,12323265
1048576,21257,-1,2389.99,952.07,1048576,1048576,345963,371880,12323705
1048576,163692,-1,3386.09,1261.85,1048576,1048576,560659,520725,14562740
1048576,15877,-1,3401.8,1265.94,1048576,1048576,560988,517385,14565401
1048576,116391,-1,3388.71,1260.05,1048576,1048576,561591,519833,14571440
1048576,163075,-1,3403.71,1260.56,1048576,1048576,560081,518885,14558460
1048576,664839,-1,3448.92,1271.88,1048576,1048576,559843,519997,14554768
1048576,617090,-1,3402.13,1228.6,1048576,1048576,560811,520000,14564463
1048576,286089,-1,3407.87,1268.67,1048576,1048576,559699,518281,14551060
1048576,205142,-1,3420.05,1270.68,1048576,1048576,560641,519924,14561778
1048576,284697,-1,3480.63,1268.12,1048576,1048576,560374,519665,14558479
1048576,534564,-1,3444.31,1274.3,1048576,1048576,560293,519043,14558893
1048576,520095,-1,3422.77,1259.35,1048576,1048576,561262,521187,14567699
1048576,668629,-1,3448.14,1266.4,1048576,1048576,559065,519258,14547464
1048576,556991,-1,3420.11,1269.65,1048576,1048576,560410,520324,14558744
1048576,951157,-1,3421.35,1259.58,1048576,1048576,561093,520194,14565021
1048576,805810,-1,3383.01,1267.68,1048576,1048576,561197,520937,14567132
1048576,680356,-1,3396.13,1264.47,1048576,1048576,561106,520593,14566572
1048576,326472,-1,3407.49,1238.78,1048576,1048576,562043,520502,14575556
1048576,734935,-1,3385.75,1269.07,1048576,1048576,560060,518678,14557255
1048576,46076,-1,3407.42,1264.72,1048576,1048576,560634,520742,14562108
1048576,990067,-1,3416.11,1270.36,1048576,1048576,560515,517940,14561018
